Freq (MHz),re(S11),im(S11),re(Z),im(Z)
790,000,0,45391,0,22707,106,128,64,919
790,804,0,46427,0,20293,113,240,61,834
791,608,0,47281,0,17915,120,047,57,785
792,412,0,48072,0,15421,126,968,52,552
793,216,0,47950,0,12696,131,334,44,231
794,020,0,48335,0,10510,135,864,37,811
794,824,0,48551,0,07884,139,909,29,100
795,628,0,48593,0,05462,142,355,20,437
796,432,0,48483,0,02862,143,515,10,750
797,236,0,48377,0,00550,143,688,2,063
798,040,0,47942,-0,02072,141,790,-7,632
798,844,0,47394,-0,04376,138,785,-15,703
799,648,0,46777,-0,06680,134,976,-23,215
800,452,0,46019,-0,09021,130,217,-30,115
801,256,0,45136,-0,11152,125,036,-35,580
802,060,0,44106,-0,13403,119,182,-40,569
802,864,0,42866,-0,15554,112,950,-44,361
803,668,0,41674,-0,17534,107,239,-47,270
804,472,0,40172,-0,19315,101,368,-48,868
805,276,0,38691,-0,21291,95,556,-50,547
806,080,0,37035,-0,22995,90,129,-51,177
806,884,0,35377,-0,24536,85,247,-51,351
807,688,0,33644,-0,26015,80,624,-51,211
808,492,0,31797,-0,27400,76,245,-50,719
809,296,0,29876,-0,28670,72,181,-49,953
810,101,0,27903,-0,29854,68,401,-49,028
810,905,0,25830,-0,30902,64,883,-47,864
811,709,0,23749,-0,31778,61,739,-46,567
812,513,0,21662,-0,32561,58,847,-45,242
813,317,0,19505,-0,33208,56,163,-43,798
814,121,0,17469,-0,33739,53,817,-42,441
814,925,0,15242,-0,34152,51,504,-40,899
815,729,0,13087,-0,34406,49,470,-39,376
816,533,0,11020,-0,34565,47,650,-37,933
817,337,0,08609,-0,34621,45,688,-36,249
818,141,0,06576,-0,34559,44,155,-34,829
818,945,0,04385,-0,34349,42,631,-33,277
819,749,0,02160,-0,33991,41,200,-31,684
820,553,0,00085,-0,33497,39,972,-30,164
821,357,-0,02001,-0,32927,38,786,-28,661
822,161,-0,04064,-0,32221,37,688,-27,151
822,965,-0,05925,-0,31409,36,776,-25,731
823,769,-0,07939,-0,30468,35,808,-24,221
824,573,-0,09764,-0,29437,34,992,-22,794
825,377,-0,11504,-0,28312,34,251,-21,392
826,181,-0,13323,-0,27083,33,476,-19,950
826,985,-0,14818,-0,25815,32,903,-18,639
827,789,-0,16403,-0,24298,32,321,-17,184
828,593,-0,17838,-0,22937,31,764,-15,915
829,397,-0,19239,-0,21316,31,268,-14,528
830,201,-0,20502,-0,19611,30,845,-13,157
831,005,-0,21736,-0,17865,30,413,-11,801
831,809,-0,22750,-0,16082,30,091,-10,493
832,613,-0,23651,-0,14198,29,821,-9,165
833,417,-0,24459,-0,12263,29,575,-7,841
834,221,-0,25109,-0,10252,29,397,-6,506
835,025,-0,25702,-0,08408,29,199,-5,298
835,829,-0,26047,-0,06409,29,131,-4,023
836,633,-0,26438,-0,04328,28,997,-2,704
837,437,-0,26602,-0,02262,28,962,-1,411
838,241,-0,26675,-0,00376,28,941,-0,234
839,045,-0,26556,0,01648,29,003,1,029
839,849,-0,26485,0,03736,28,992,2,333
840,653,-0,26139,0,05631,29,120,3,532
841,457,-0,25642,0,07697,29,294,4,858
842,261,-0,25123,0,09678,29,446,6,145
843,065,-0,24468,0,11482,29,664,7,349
843,869,-0,23624,0,13313,29,963,8,611
844,673,-0,22628,0,15225,30,309,9,971
845,477,-0,21605,0,16855,30,684,11,183
846,281,-0,20398,0,18529,31,136,12,487
847,085,-0,19011,0,20121,31,691,13,811
847,889,-0,17636,0,21483,32,264,15,023
848,693,-0,16164,0,22815,32,888,16,280
849,497,-0,14552,0,23999,33,626,17,520
850,302,-0,12974,0,25064,34,364,18,717
851,106,-0,11273,0,26016,35,211,19,922
851,910,-0,09439,0,26766,36,218,21,087
852,714,-0,07635,0,27449,37,233,22,246
853,518,-0,05732,0,27938,38,406,23,360
854,322,-0,03881,0,28310,39,609,24,421
855,126,-0,02032,0,28515,40,908,25,406
855,930,-0,00217,0,28541,42,298,26,286
856,734,0,01613,0,28486,43,779,27,152
857,538,0,03339,0,28315,45,279,27,910
858,342,0,04995,0,28002,46,844,28,544
859,146,0,06693,0,27569,48,568,29,123
859,950,0,08172,0,26992,50,238,29,464
860,754,0,09746,0,26447,52,037,29,899
861,558,0,11192,0,25725,53,885,30,093
862,362,0,12540,0,24897,55,767,30,109
863,166,0,13819,0,24046,57,653,30,037
863,970,0,15079,0,23055,59,672,29,775
864,774,0,16154,0,22045,61,555,29,330
865,578,0,17133,0,21032,63,372,28,775
866,382,0,18143,0,19873,65,364,28,007
867,186,0,18923,0,18751,67,078,27,076
867,990,0,19662,0,17553,68,802,25,957
868,794,0,20394,0,16269,70,582,24,642
869,598,0,20924,0,15060,72,034,23,242
870,402,0,21486,0,13699,73,603,21,566
871,206,0,21784,0,12529,74,652,19,968
872,010,0,22122,0,11252,75,780,18,172
872,814,0,22329,0,09998,76,649,16,303
873,618,0,22516,0,08772,77,425,14,426
874,422,0,22601,0,07367,78,041,12,187
875,226,0,22581,0,06194,78,345,10,269
876,030,0,22558,0,04924,78,609,8,178
876,834,0,22352,0,03700,78,494,6,123
877,638,0,22185,0,02497,78,377,4,119
878,442,0,21784,0,01195,77,821,1,953
879,246,0,21384,-0,00047,77,200,-0,076
880,050,0,20873,-0,01062,76,356,-1,695
880,854,0,20276,-0,02276,75,330,-3,578
881,658,0,19558,-0,03340,74,099,-5,153
882,462,0,18799,-0,04307,72,806,-6,514
883,266,0,17967,-0,05269,71,401,-7,797
884,070,0,17047,-0,06152,69,890,-8,891
884,874,0,16103,-0,06909,68,390,-9,749
885,678,0,15099,-0,07574,66,854,-10,425
886,482,0,14022,-0,08198,65,261,-10,990
887,286,0,13017,-0,08704,63,825,-11,390
888,090,0,11907,-0,09180,62,296,-11,702
888,894,0,10752,-0,09578,60,772,-11,888
889,698,0,09609,-0,09823,59,339,-11,883
890,503,0,08422,-0,10101,57,884,-11,900
891,307,0,07244,-0,10261,56,506,-11,782
892,111,0,06060,-0,10301,55,187,-11,534
892,915,0,04853,-0,10244,53,896,-11,186
893,719,0,03674,-0,10117,52,681,-10,785
894,523,0,02500,-0,09914,51,515,-10,323
