Freq (MHz),re(S11),im(S11),re(Z),im(Z)
881,658,0,08069,0,02250,58,712,2,661
882,462,0,08487,0,02303,59,205,2,749
883,266,0,08862,0,02373,59,649,2,854
884,070,0,09175,0,02457,60,021,2,976
884,874,0,09522,0,02547,60,436,3,109
885,678,0,09856,0,02712,60,833,3,335
886,482,0,10105,0,02803,61,132,3,466
887,286,0,10426,0,02990,61,515,3,723
888,090,0,10735,0,03158,61,886,3,959
888,894,0,11043,0,03399,62,250,4,289
889,698,0,11385,0,03577,62,664,4,548
890,503,0,11750,0,03765,63,109,4,826
891,307,0,12139,0,03960,63,585,5,119
892,111,0,12581,0,04146,64,135,5,412
892,915,0,13044,0,04325,64,717,5,706
893,719,0,13492,0,04454,65,290,5,936
894,523,0,13972,0,04582,65,912,6,173
895,327,0,14390,0,04662,66,463,6,342
896,131,0,14914,0,04762,67,160,6,557
896,935,0,15380,0,04790,67,797,6,668
897,739,0,15840,0,04823,68,433,6,786
898,543,0,16170,0,04891,68,885,6,936
899,347,0,16627,0,04929,69,525,7,066
900,151,0,17108,0,04994,70,202,7,241
900,955,0,17539,0,04958,70,833,7,265
901,759,0,17948,0,04996,71,424,7,393
902,563,0,18400,0,04981,72,094,7,452
903,367,0,18884,0,05060,72,802,7,661
904,171,0,19375,0,05001,73,556,7,664
904,975,0,19817,0,05000,74,232,7,747
905,779,0,20321,0,04858,75,039,7,624
906,583,0,20761,0,04849,75,730,7,695
907,387,0,21259,0,04785,76,531,7,688
908,191,0,21714,0,04580,77,301,7,447
908,995,0,22169,0,04570,78,043,7,518
909,799,0,22598,0,04375,78,785,7,280
910,603,0,23117,0,04177,79,685,7,045
911,407,0,23528,0,04023,80,406,6,861
912,211,0,24032,0,03946,81,279,6,819
913,015,0,24350,0,03738,81,867,6,516
913,819,0,24826,0,03478,82,741,6,141
914,623,0,25230,0,03279,83,486,5,854
915,427,0,25687,0,02972,84,350,5,374
916,231,0,26038,0,02776,85,015,5,067
917,035,0,26405,0,02512,85,721,4,633
917,839,0,26798,0,02291,86,475,4,272
918,643,0,27093,0,01922,87,065,3,613
919,447,0,27352,0,01612,87,582,3,054
920,251,0,27660,0,01355,88,187,2,587
921,055,0,27912,0,01044,88,690,2,009
921,859,0,28178,0,00776,89,217,1,504
922,663,0,28513,0,00534,89,877,1,045
923,467,0,28753,0,00297,90,354,0,585
